level_0,index,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Species,Hcp,CID,Melting Point,log Hcp,MeltingPointPredicted,PredictedSolValues,ActualSolValues,PredictedHcpValues,ActualHcpValues,rfrMeltingPoint
1915,1902,A-3133,dibromomethane,InChI=1S/CH2Br2/c2-1-3/h1H2,FJBFPHVGVWTDIP-UHFFFAOYSA-N,BrCBr,-1.2858947125,0.0606473562499999,2,G3,173.83499999999998,1.7337,22.721,3.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,36.47434623911227,1.6329931618554523,2.754887502163468,dibromomethane,0.031,3024.0,-52.5,-1.5086383061657274,-94.56302746436141,-1.4688034031656048,-1.2858947125,-1.6891206450982437,-1.5086383061657274,-92.82068161720582
1924,1911,A-3149,2-ethyloxirane,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",RBACIKXCRWGCBB-UHFFFAOYSA-N,CCC1CO1,0.080542298,0.0898962509941771,3,G5,72.107,0.7952,20.030999999999995,5.0,1.0,0.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,12.53,31.941791446997023,1.9989394851788973,30.62919048309069,ethyloxirane,0.055,7834.0,-150.0,-1.2596373105057561,-142.60987459672256,0.0962743366011286,0.080542298,-0.972547625701904,-1.259637310505756,-134.10603085685872
1926,1913,A-3151,cyclohexanone,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,-0.0573697280999999,0.2577497217905378,3,G5,98.145,1.5196,28.091999999999985,7.0,1.0,0.0,1.0,0.0,40.0,0.0,1.0,1.0,1.0,17.07,43.719652546327126,2.2495440947344707,68.24920506009684,cyclohexanone,0.82,7967.0,-31.0,-0.08618614761628333,-99.56669640883072,-0.1246742371284666,-0.0573697280999999,-0.1123414554041522,-0.0861861476162833,-97.64276372951068
1930,1917,A-3163,ethyl acetate,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,-0.025404461,0.0167998038184914,3,G5,88.106,0.5694,22.30699999999999,6.0,2.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,26.3,37.10914470057002,2.831257109931365,49.50977500432694,ethyl ethanoate,0.059,8857.0,-83.6,-1.2291479883578558,-137.2977779720644,-0.1833913697049989,-0.025404461,-1.2246421464129795,-1.2291479883578558,-130.6816379617723
1935,1922,A-3169,azepan-2-one,"InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)",JBKVHLHDHHXQEQ-UHFFFAOYSA-N,O=C1CCCCCN1,0.8601209136,0.020571503415687,3,G5,113.16,0.6766000000000001,31.477699999999988,8.0,1.0,1.0,2.0,0.0,46.0,0.0,1.0,1.0,1.0,29.1,49.26951472993517,2.26669651519302,80.52932501298082,2-azacycloheptanone,180000.0,7768.0,69.3,5.255272505103306,33.05502070965542,0.746066810754883,0.8601209136,4.305658085132525,5.255272505103306,7.4673869886787045
1939,1926,A-3174,bis(prop-2-en-1-yl)amine,"InChI=1S/C6H11N/c1-3-5-7-6-4-2/h3-4,7H,1-2,5-6H2",DYUWTXWIYMHBQS-UHFFFAOYSA-N,C=CCNCC=C,-0.0790069571,0.01300347855,2,G3,97.161,0.948,33.26369999999999,7.0,1.0,1.0,1.0,4.0,40.0,0.0,0.0,0.0,0.0,12.03,44.73461771905212,2.679549206552144,49.20035947603791,di-2-propenylamine,0.33,31279.0,-88.4,-0.4814860601221125,-111.27682610975619,-0.1466596956032636,-0.0790069571,-0.3956492956461578,-0.4814860601221125,-105.76989959085734
1942,1929,A-3180,hexanedinitrile,InChI=1S/C6H8N2/c7-5-3-1-2-4-6-8/h1-4H2,BTGRAWJCKBQKAO-UHFFFAOYSA-N,N#CCCCCC#N,-0.1309124421,0.0,1,G1,108.144,1.59396,29.69399999999999,8.0,2.0,0.0,2.0,3.0,42.0,0.0,0.0,0.0,0.0,47.58,49.34912096275002,2.7739011632941284,99.47067498701918,hexanedinitrile,8200.0,8128.0,1.0,3.9138138523837163,30.909837914710472,-0.3410137268873041,-0.1309124421,1.641349679850562,3.913813852383716,-32.896630803151524
1943,1930,A-3181,3-oxo-N-phenylbutanamide,"InChI=1S/C10H11NO2/c1-8(12)7-10(13)11-9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,11,13)",DYRDKSSFIWVSNM-UHFFFAOYSA-N,CC(=O)CC(=O)Nc1ccccc1,-1.2990810635,0.0,1,G1,177.203,1.6041999999999998,50.36970000000002,13.0,2.0,1.0,3.0,3.0,68.0,1.0,0.0,0.0,1.0,46.17,76.76407796077896,2.5044549868496246,305.9606013394062,3-oxo-N-phenylbutanamide,2300000.0,7592.0,86.0,6.361727836017592,156.77343847964858,-1.5208384767539185,-1.2990810635,5.071569473531929,6.361727836017592,124.74655962139462
1947,1934,A-3190,iodomethane,InChI=1S/CH3I/c1-2/h1H3,INQOMBQAUSQDDS-UHFFFAOYSA-N,CI,-1.2145838492,0.10274845415,2,G3,141.939,1.0512,19.944,2.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.001089148873188,1.0,2.0,iodomethane,0.002,6328.0,-66.4,-2.6989700043360183,-135.41553943137805,-1.5668467182381751,-1.2145838492,-2.6688681667936125,-2.6989700043360183,-120.02447861463166
1949,1936,A-3195,Pyromellitic dianhydride,InChI=1S/C10H2O6/c11-7-3-1-4-6(10(14)16-8(4)12)2-5(3)9(13)15-7/h1-2H,ANSXAPJVJOKRDJ-UHFFFAOYSA-N,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,-1.4062217243,0.0067434694500001,2,G3,218.11999999999995,-0.5045999999999998,53.438,16.0,6.0,0.0,6.0,0.0,78.0,3.0,0.0,0.0,3.0,94.56,85.0294791112961,2.7986395701748545,769.6521153807564,pyromellitic dianhydride,1300.0,6966.0,286.0,3.1139433523068365,57.66932998609727,-1.5288405692475324,-1.4062217243,4.49630585954225,3.1139433523068365,106.74310891223608
1953,1940,A-3201,"2,6-dimethylaniline","InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",UFFBMTHBGFGIHF-UHFFFAOYSA-N,Cc1cccc(C)c1N,-1.167514488,0.0990080702999999,2,G3,121.183,1.88564,40.32840000000001,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,26.02,55.50117804530289,3.2478347337367026,195.55766205433733,"2,6-dimethylbenzenamine",3.9,6896.0,11.2,0.5910646070264991,-32.504035037959014,-1.3389669709831378,-1.167514488,0.5765747264066853,0.5910646070264991,-25.94154026228788
1955,1942,A-3204,"sodium 1,4-bis[(2-ethylhexyl)oxy]-1,4-dioxobutane-2-sulfonate","InChI=1S/C20H38O7S.Na/c1-5-9-11-16(7-3)14-26-19(21)13-18(28(23,24)25)20(22)27-15-17(8-4)12-10-6-2;/h16-18H,5-15H2,1-4H3,(H,23,24,25);/q;+1/p-1",APSBXTVYXVQYAB-UHFFFAOYSA-M,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O,-1.7357141887,0.0,1,G1,444.5660000000003,0.8135000000000014,106.63220000000008,29.0,7.0,0.0,9.0,16.0,166.0,0.0,0.0,0.0,0.0,109.8,198.26532149321903,0.0,551.0329672298398,dioctyl sulfosuccinatesodium salt,2000000.0,23673837.0,176.0,6.30102999566398,172.72764717483562,-1.6682861864194338,-1.7357141887,6.85201709657727,6.30102999566398,187.52288818065816
1957,1944,A-3206,"1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione","InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C(=O)N(C)c2nc[nH]c2C1=O,-1.3525852601,0.0169291336,2,G3,180.167,-1.039700000000001,46.57570000000001,13.0,5.0,1.0,6.0,0.0,68.0,2.0,0.0,0.0,2.0,72.68,72.45404341715741,3.21185381303522,574.1705593822571,theophylline,550000000.0,2153.0,273.0,8.740362689494244,234.7627696952407,-2.485777857237351,-1.3525852601,7.292157230861272,8.740362689494244,235.0401192176536
1960,1947,A-3210,trichloromethane,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,-1.1738343117,0.01821463285,2,G3,119.378,1.9864,21.347,4.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,39.64904970847457,2.3237900077244498,8.0,trichloromethane,0.0025,6212.0,-63.6,-2.602059991327962,-133.9968811083444,-1.304913522838619,-1.1738343117,-2.612922701439779,-2.602059991327962,-128.9728537571962
1985,1972,A-3249,acrylic acid,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",NIXOWILDQLNWCW-UHFFFAOYSA-N,OC(=O)C=C,0.0059673299,0.5681601661,2,G2,72.06300000000002,0.257,17.8328,5.0,1.0,1.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,37.3,29.735288076678287,3.204805417886435,55.91340299823497,propenoic acid,31.0,6581.0,13.5,1.4913616938342726,-51.891580354125956,0.239332199575726,0.0059673299,1.8275474063349968,1.4913616938342726,-50.73943590333416
1987,1973,A-3250,methanamine,"InChI=1S/CH5N/c1-2/h2H2,1H3",BAVYZALUXZFZLV-UHFFFAOYSA-N,CN,1.3686434782,0.0863282609,2,G3,31.058,-0.4251,10.1114,2.0,1.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,26.02,14.079141724842266,1.0,2.0,methanamine,0.35,6329.0,-93.42,-0.4559319556497244,-169.77123619627955,1.31727499187928,1.3686434782,0.2400219139100488,-0.4559319556497244,-145.4895327600346
1996,1982,A-3265,bromide,InChI=1S/BrH/h1H,CPELXLSAUQHCOX-UHFFFAOYSA-N,[H+].[Br-],1.3775443727,0.0,1,G1,80.91199999999999,-2.8835,1.112,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.365978241846733,0.0,2.0,hydrogen bromide,0.24,260.0,-86.8,-0.619788758288394,-175.35733959916925,0.421664422472609,1.3775443727,-1.7353449463656436,-0.619788758288394,-171.74413694066078
1998,1984,A-3270,"benzene-1,4-diol","InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,-0.1967366109,0.1297366887615641,6,G5,110.11199999999998,1.0978,29.7716,8.0,2.0,2.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,40.46,47.01987062388899,3.0324555320336755,145.38833891467198,"1,4-dihydroxybenzene",260000.0,785.0,172.3,5.414973347970817,81.44237070965686,0.0198834345963166,-0.1967366109,4.299662444338335,5.414973347970817,37.02729902613067
2018,2003,A-3301,(1-hydroxy-1-phosphonoethyl)phosphonic acid,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N,OC=O,1.1758552936,0.0805723532,2,G3,46.025,-0.2991999999999999,8.6928,3.0,1.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,37.3,17.69500688006933,2.1874960973678963,10.264662506490405,methanoic acid,88.0,284.0,8.3,1.9444826721501687,-85.38155468518289,0.9259216931576468,1.1758552936,1.1424405321314943,1.944482672150169,-100.69982613917601
2031,2015,A-3328,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.0504090528,0.0289013312590451,3,G5,74.12299999999999,0.7787999999999999,21.9938,5.0,1.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,20.23,32.62831112321538,2.19060968716425,11.119415478763749,1-butanol,1.2,263.0,-89.8,0.0791812460476248,-94.5822884933888,0.0569142035717583,-0.0504090528,-0.0573346194799863,0.0791812460476248,-103.32940911364285
2043,2027,A-3346,"hexane-1,6-diamine",InChI=1S/C6H16N2/c7-5-3-1-2-4-6-8/h1-8H2,NAQMVNRVTILPCV-UHFFFAOYSA-N,NCCCCCCN,0.7389034055,0.09804829725,2,G3,116.208,0.4642,36.57679999999999,8.0,2.0,2.0,2.0,5.0,50.0,0.0,0.0,0.0,0.0,52.04,51.243742993838026,2.53006045688352,31.509775004326936,"1,6-hexanediamine",3100.0,16402.0,41.5,3.491361693834272,-18.18741644515754,0.3851350822352379,0.7389034055,4.050712656196374,3.491361693834272,14.130316533477592
2049,2033,A-3354,2-phenylethan-1-amine,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",BHHGXPLMPWCGHP-UHFFFAOYSA-N,NCCc1ccccc1,-0.2823811698,0.0,1,G1,121.18299999999996,1.1878,39.200400000000016,9.0,1.0,1.0,1.0,2.0,48.0,1.0,0.0,0.0,1.0,26.02,55.50117804530289,2.61489994009295,157.4784207656209,benzeneethanamine,12.0,1001.0,-60.0,1.0791812460476247,-53.212743366773445,-0.1826465759430918,-0.2823811698,1.0503880953567517,1.0791812460476249,-58.21628410905069
2050,2034,A-3357,"4-hydroxy-2,2,6,6-tetramethylpiperidinoxyl","InChI=1S/C9H18NO2/c1-8(2)5-7(11)6-9(3,4)10(8)12/h7,11H,5-6H2,1-4H3",UZFMOKQJFYMBGY-UHFFFAOYSA-N,CC1(C)CC(O)CC(C)(C)N1[O],0.5627035438,0.0,1,G1,172.248,1.3458,45.92430000000002,12.0,2.0,1.0,3.0,0.0,71.0,0.0,1.0,1.0,1.0,43.37,73.95529646354655,2.83552189030206,159.36734879116756,"4-hydroxy-2,2,6,6-tetramethyl-1-piperidinyloxy",3300000000.0,137994.0,71.5,9.518513939877888,181.09188705952138,-0.9920079237633328,0.5627035438,6.060638742503044,9.518513939877888,134.59850275436256
2062,2046,A-3375,acetic acid,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(O)=O,1.0017178079,0.10989109605,2,G3,60.05200000000001,0.0908999999999999,13.3098,4.0,1.0,1.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,37.3,24.05994899446593,2.8030394876740514,27.01955000865388,ethanoic acid,40.0,21980959.0,16.6,1.6020599913279623,-89.15892926656575,0.9147934928528813,1.0017178079,1.6065522814324933,1.6020599913279625,-85.45458075326243
2064,2047,A-3376,2-oxopentanedioic acid,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N,OC(=O)CCC(=O)C(O)=O,0.6148800726,0.0,1,G1,146.098,-0.4950999999999999,29.512599999999992,10.0,3.0,2.0,5.0,4.0,56.0,0.0,0.0,0.0,0.0,91.67,56.272053289939294,3.604156821528498,170.87712379549453,2-oxopentanedioic acid,9900000.0,51.0,115.5,6.995635194597549,98.5604887633348,0.3128160128565586,0.6148800726,7.199834929593714,6.995635194597549,117.44274195011103
2067,2049,A-3379,2-methylprop-2-enal,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",STNJBCKSHOAVAJ-UHFFFAOYSA-N,CC(=C)C=O,-0.0675110058,0.0507715266596918,4,G5,70.09100000000001,0.7614000000000001,20.878,5.0,1.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,17.07,31.30599643887889,3.204805417886435,54.66829050039844,2-methylpropenal,0.048,6562.0,-81.0,-1.3187587626244126,-138.4282443833858,-0.0197574403104202,-0.0675110058,-1.148531552090542,-1.3187587626244126,-134.96021583887836
2068,2050,A-3380,2-methylpropanal,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",AMIMRNSIRUDHCM-UHFFFAOYSA-N,CC(C)C=O,-0.0798261768,0.0856130884,2,G3,72.107,0.8412999999999999,20.902,5.0,1.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,17.07,31.995599471063137,2.825749368745867,30.62919048309069,2-methylpropanal,0.0059,6561.0,-65.9,-2.2291479883578553,-166.93406925185838,0.1033570029569458,-0.0798261768,-1.4166580442053636,-2.2291479883578558,-148.54817473477164
2071,2053,A-3387,carbonyl dichloride,InChI=1S/CCl2O/c2-1(3)4,YGYAWVDWMABLBF-UHFFFAOYSA-N,ClC(Cl)=O,-1.1608458422,0.0,1,G1,98.916,1.584,17.102,4.0,1.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,17.07,33.50730558163666,2.8030394876740514,29.01955000865388,phosgene,0.00059,6371.0,-118.0,-3.2291479883578553,-154.511723222605,-0.9772664889465352,-1.1608458422,-1.6456404723449467,-3.2291479883578558,-111.57289708286876
2076,2058,A-3393,(methylsulfanyl)ethane,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",WXEHBUMAEPOYKP-UHFFFAOYSA-N,CCSC,-1.0569732819,0.0,1,G1,76.164,1.3693,24.05599999999999,4.0,1.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,31.592245281988006,1.9747448713915887,5.245112497836532,ethyl methyl sulfide,0.0042,12230.0,-105.9,-2.3767507096020997,-131.60487331361736,-1.1837457163745764,-1.0569732819,-2.43423041699188,-2.3767507096021,-128.24278225474566
2077,2059,A-3397,benzaldehyde,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,HUMNYLRZRPPJDN-UHFFFAOYSA-N,O=Cc1ccccc1,-1.2095723109,0.1662630255952807,3,G5,106.12399999999997,1.4991,31.829499999999992,8.0,1.0,0.0,1.0,1.0,40.0,1.0,0.0,0.0,1.0,17.07,47.95786733393734,2.991046914684621,167.00151696675914,benzaldehyde,0.38,240.0,-26.0,-0.4202164033831898,-63.00634145039589,-1.0351264472855937,-1.2095723109,-0.2623859450713177,-0.4202164033831898,-65.12379655633639
2080,2062,A-3401,ethyl 2-methylpropanoate,"InChI=1S/C6H12O2/c1-4-8-6(7)5(2)3/h5H,4H2,1-3H3",WDAXFOBOLVPGLV-UHFFFAOYSA-N,CCOC(=O)C(C)C,-1.2554968887,0.0,1,G1,116.15999999999998,1.2055,31.470999999999982,8.0,2.0,0.0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,26.3,49.83902892936323,3.329150037184473,76.59772060569361,"2-methylpropanoic acid, ethyl ester",0.02,7342.0,-88.2,-1.6989700043360185,-101.87348358457731,-1.2792901837833812,-1.2554968887,-1.6725944405254505,-1.6989700043360183,-100.05821647232402
2082,2064,A-3403,"1,3-dihydro-2-benzofuran-1,3-dione",InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H,LGRFSURHDFAFJT-UHFFFAOYSA-N,O=C1OC(=O)c2ccccc12,-1.3644249332,0.1828624098814527,4,G5,148.11699999999996,0.9972,36.18800000000001,11.0,3.0,0.0,3.0,0.0,54.0,1.0,0.0,1.0,2.0,43.370000000000005,62.59204562435536,2.6946772551637395,307.9453367067098,phthalic anhydride,1600.0,6811.0,130.8,3.2041199826559246,58.830518189070425,-1.344479750623983,-1.3644249332,2.034234715468776,3.204119982655925,20.733947844440188
2083,2065,A-3404,"(E)-1,2-dichloroethene",InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl\C=C\Cl,-1.1871803856999998,0.12760980715,2,G3,96.94400000000002,1.9352,20.846,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,35.02112256380526,2.549193338482967,19.219280948873624,"($E$)-1,2-dichloroethene",0.001,638186.0,-64.9,-2.9999999999999996,-146.13081972010676,-1.3106642629864438,-1.1871803856999998,-2.96490985917831,-3.0,-139.95363663081417
2084,2066,A-3407,quinoline,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,-1.325093551,0.0134360731999999,2,G3,129.16199999999998,2.2348,41.743000000000016,10.0,1.0,0.0,1.0,0.0,48.0,2.0,0.0,0.0,2.0,12.89,59.33271563217868,2.888051601657992,275.7051383449476,benzo[$b$]pyridine,5.8,7047.0,-14.78,0.7634279935629372,-20.555673702049578,-1.6194160656858891,-1.325093551,0.2069343662655247,0.7634279935629372,-26.230755756802775
2096,2078,A-3432,"1,3-bis(acetyloxy)propan-2-yl acetate","InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3",URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)OC(C)=O,-0.5754367043,0.04541032059438,3,G5,218.205,0.0442999999999997,48.82000000000003,15.0,6.0,0.0,6.0,5.0,86.0,0.0,0.0,0.0,0.0,78.9,87.48398993165436,3.9922055468289934,228.9871242601569,triacetin,820.0,5541.0,-78.0,2.9138138523837163,17.255637305140663,-0.6346643006176499,-0.5754367043,2.658313473465146,2.9138138523837163,11.540382177536275
2102,2082,A-3437,"1H-1,2,4-triazol-3-amine","InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)",KLSJWNVTNUYHDU-UHFFFAOYSA-N,Nc1[nH]ncn1,0.8326929954000001,0.2911354281144395,4,G5,84.082,-0.6131000000000004,20.795100000000005,6.0,3.0,2.0,4.0,0.0,32.0,1.0,0.0,0.0,1.0,67.59,34.388203767821736,3.049648321313926,109.10850553448522,amitrole,45000000.0,1639.0,159.0,7.653212513775343,110.59121023381132,0.5800920137934501,0.8326929954000001,6.691138038379837,7.653212513775343,90.28264551264661
2131,2109,A-3481,ethyl 2-cyanoacetate,"InChI=1S/C5H7NO2/c1-2-8-5(7)3-4-6/h2-3H2,1H3",ZIUSEGSNTOUIPT-UHFFFAOYSA-N,CCOC(=O)CC#N,-0.3276124069,0.2094955880941498,3,G5,113.116,0.46318,26.86299999999999,8.0,3.0,0.0,3.0,2.0,44.0,0.0,0.0,0.0,0.0,50.09,47.866666496435336,3.225685725828485,114.0873023894918,"cyanoethanoic acid, ethyl ester",34.0,7764.0,-22.5,1.5314789170422551,-36.94679860286794,-0.0409880952953999,-0.3276124069,1.0250701808498452,1.5314789170422551,-64.82666086060061
2134,2112,A-3487,2-methylpentanedinitrile,"InChI=1S/C6H8N2/c1-6(5-8)3-2-4-7/h6H,2-3H2,1H3",FPPLREPCQJZDAQ-UHFFFAOYSA-N,CC(CCC#N)C#N,-0.3155007402,0.0,1,G1,108.144,1.44986,29.623999999999988,8.0,2.0,0.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,47.58,49.34912096275001,3.1795221167790872,126.44441158953074,2-methylpentanedinitrile,330.0,20686.0,-45.0,2.518513939877887,-5.990249708720756,-0.4506219249399501,-0.3155007402,2.022430858726738,2.518513939877887,-16.262606741972174
2144,2122,A-3502,"hexane-1,6-diol","InChI=1S/C6H14O2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2",XXMIOPMDWAUFGU-UHFFFAOYSA-N,OCCCCCCO,1.6264407184,0.0,1,G1,118.176,0.5313999999999999,32.63959999999998,8.0,2.0,2.0,2.0,5.0,50.0,0.0,0.0,0.0,0.0,40.46,50.15242910420461,2.53006045688352,31.509775004326936,"1,6-hexanediol",45000.0,12374.0,45.0,4.653212513775343,-17.525473471085224,1.1442883879496946,1.6264407184,4.4034049071766646,4.653212513775343,-5.732542182395867
2147,2125,A-3505,triethyl phosphate,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",DQWPFSLDHJDLRL-UHFFFAOYSA-N,CCO[P](=O)(OCC)OCC,0.4385265234,0.0,1,G1,182.156,2.204,42.48450000000001,11.0,4.0,0.0,5.0,6.0,68.0,0.0,0.0,0.0,0.0,44.760000000000005,67.4542079628083,3.908471949775869,112.769535289866,triethylphosphate,270.0,6535.0,-56.4,2.4313637641589874,-39.6590710038694,-1.055504503806364,0.4385265234,1.760756790098254,2.431363764158988,0.18031823406726996
2149,2127,A-3508,butyraldehyde,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,CCCC=O,-0.1590074228,0.0761537113999999,2,G3,72.107,0.9854,20.972,5.0,1.0,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,17.07,31.99559947106314,2.4017152226171965,24.82892142331044,butanal,0.095,261.0,-99.0,-1.0222763947111522,-125.23205747290307,-0.2653953759971165,-0.1590074228,-1.1474768827134232,-1.0222763947111522,-124.86308021345896
2151,2129,A-3514,phenyl acetate,"InChI=1S/C8H8O2/c1-7(9)10-8-5-3-2-4-6-8/h2-6H,1H3",IPBVNPXQWQGGJP-UHFFFAOYSA-N,CC(=O)Oc1ccccc1,-1.3735951622999998,0.0,1,G1,136.14999999999998,1.6119,37.75100000000001,10.0,2.0,0.0,2.0,1.0,52.0,1.0,0.0,0.0,1.0,26.3,59.43635467784082,2.6742416022951265,215.9590174505521,"acetic acid, phenyl ester",0.15,31229.0,-30.0,-0.8239087409443187,-69.1505141968565,-1.520702800656341,-1.3735951622999998,-0.6651462123630308,-0.8239087409443187,-58.06455957191821
2152,2130,A-3515,chloroethane,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl,-1.0507488092,0.0,1,G1,64.515,1.2451,16.394000000000002,3.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.40745936910784,1.6329931618554523,2.754887502163468,chloroethane,0.00083,6337.0,-138.7,-3.080921907623926,-154.29892653305575,-1.0708180365232574,-1.0507488092,-2.7702207885398225,-3.080921907623926,-143.5759432084367
2155,2133,A-3518,"2,4-dimethylaniline","InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",CZZZABOKJQXEBO-UHFFFAOYSA-N,Cc1ccc(N)c(C)c1,-1.3352536727,0.0,1,G1,121.183,1.88564,40.32840000000001,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,26.02,55.501178045302886,3.171678030440916,215.80766205433727,"2,4-dimethylbenzenamine",2.4,7250.0,-14.3,0.380211241711606,-32.35096771860314,-1.3667166997370546,-1.3352536727,0.4982811442906554,0.380211241711606,-27.299557894516354
2156,2134,A-3519,2-chloroaniline,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",AKCRQHGQIJBRMN-UHFFFAOYSA-N,Nc1ccccc1Cl,-1.3575741458,0.1164180675190559,4,G5,127.574,1.9222,35.86440000000001,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,26.02,53.07456004339135,3.134861511345448,164.63833891467198,1-amino-2-chlorobenzene,1.8,7240.0,-14.0,0.25527250510330607,-35.41780568044581,-1.4229437910135456,-1.3575741458,0.674589541528837,0.255272505103306,-19.377768864514604
