C5H10O2,,,,,
(methyl isobutyrate),,,,,
[547-63-7],,,,,
"2-methylpropanoic acid, ethyl ester",2.0 10−2×,,,,
C6H12O2,,,,,
[97-62-1],,,,,
cyclohexyl butanoate,,,,,
C10H18O2,,,,,
(cyclohexyl butyrate),,,,,
[1551-44-6],,,,,
"3-oxobutanoic acid, methyl ester",3.7×101,,,,
C5H8O3,1.7 ×101,,,,
[105-45-3],,,,,
"3-oxobutanoic acid, ethyl ester",1.1 ×101,,,,
C6H10O3,,,,,
[141-97-9],,,,,
methyl pentanoate,3.1 ×10−2,,,,
C4H9COOCH3,,,,,
[624-24-8],2.2 10−2×,,,,
,2.5×10−2,,,,
,3.1 −2×10,,,,
ethyl pentanoate,2.8×10−2,,,,
C4H9COOC2H5,2.8×10−2,,,,
[539-82-2],2.9×10−2,,,,
,1.5×10−2,,,,
,1.8×10−2,,,,
,2.2×10−2,,,,
,2.7×10−2,,,,
"2-methylbutanoic acid, ethyl ester",8.9 ×10−3,,,,
C7H14O2,2.7×10−2,,,,
[7452-79-1],,,,,
"3-methylbutanoic acid, ethyl ester",1.6 10−2×,,,,
C7H14O2,,,,,
[108-64-5],,,,,
"2,2-dimethylpropanoic acid, methyl es-",2.3 10−2×,,,,
ter,,,,,
C6H12O2,,,,,
(methyl pivalate),1.7×10−2,,,,
[598-98-1],1.8×10−2,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol)],,,,
[CAS registry number],m 3 Pa,,,,
methyl hexanoate,1.9×10−2,,,,
C 5H11COOCH3,2.7×10−2,,,,
[106-70-7],1.8 10−2×,,,,
,2.0 10−2×,,,,
,2.7 ×10−2,,,,
ethyl hexanoate,1.4×10−2,,,,
C 10−25 H 11 COOC 2 H 5,1.8 ×,,,,
[123-66-0],1.4 10−2×,,,,
,1.1×10−2,,,,
,1.7 10−2×,,,,
,1.8×10−2,,,,
"2-ethylbutanoic acid,","1,2- 9.9×105",,,,
"ethanediylbis(oxy-2,1-ethanediyl)",,,,,
ester,,,,,
C18H34O6,,,,,
[95-08-9],,,,,
ethyl heptanoate,2.0 ×10−2,,,,
C6H13COOC2H5,2.0×10−2,,,,
[106-30-9],2.0 10−2×,,,,
,9.2×10−3,,,,
,1.0 10−2×,,,,
,2.1×10−2,,,,
,2.0 10−2×,,,,
methyl octanoate,9.9 ×10−3,,,,
C6H13COOCH3,1.3×10−2,,,,
[111-11-5],1.2×10−2,,,,
,4.7 ×10−2,,,,
,1.1 −2×10,,,,
ethyl octanoate,1.1 10−2×,,,,
C 7 H 15COOC2H5,1.2×10−2,,,,
[106-32-1],7.8 10−3×,,,,
"octadecanoic acid, 2-methylpropyl ester",2.6 ×10−4,,,,
C22H44O2,,,,,
(isobutyl stearate),,,,,
[646-13-9],,,,,
"octadecanoic acid, butyl ester",2.6 ×10−4,,,,
C22H44O2,,,,,
[123-95-5],,,,,
methyl nonanoate,7.0 10−3×,,,,
C10H20O2,,,,,
[1731-84-6],,,,,
ethyl nonanoate,1.3×10−2,,,,
C8H17COOC2H5,,,,,
[123-29-5],,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol)],,,,
[CAS registry number],m 3 Pa,,,,
methyl hexanoate,1.9×10−2,,,,
C 5H11COOCH3,2.7×10−2,,,,
[106-70-7],1.8 10−2×,,,,
,2.0 10−2×,,,,
,2.7 ×10−2,,,,
ethyl hexanoate,1.4×10−2,,,,
C 10−25 H 11 COOC 2 H 5,1.8 ×,,,,
[123-66-0],1.4 10−2×,,,,
,1.1×10−2,,,,
,1.7 10−2×,,,,
,1.8×10−2,,,,
"2-ethylbutanoic acid,","1,2- 9.9×105",,,,
"ethanediylbis(oxy-2,1-ethanediyl)",,,,,
ester,,,,,
C18H34O6,,,,,
[95-08-9],,,,,
ethyl heptanoate,2.0 ×10−2,,,,
C6H13COOC2H5,2.0×10−2,,,,
[106-30-9],2.0 10−2×,,,,
,9.2×10−3,,,,
,1.0 10−2×,,,,
,2.1×10−2,,,,
,2.0 10−2×,,,,
methyl octanoate,9.9 ×10−3,,,,
C6H13COOCH3,1.3×10−2,,,,
[111-11-5],1.2×10−2,,,,
,4.7 ×10−2,,,,
,1.1 −2×10,,,,
ethyl octanoate,1.1 10−2×,,,,
C 7 H 15COOC2H5,1.2×10−2,,,,
[106-32-1],7.8 10−3×,,,,
"octadecanoic acid, 2-methylpropyl ester",2.6 ×10−4,,,,
C22H44O2,,,,,
(isobutyl stearate),,,,,
[646-13-9],,,,,
"octadecanoic acid, butyl ester",2.6 ×10−4,,,,
C22H44O2,,,,,
[123-95-5],,,,,
methyl nonanoate,7.0 10−3×,,,,
C10H20O2,,,,,
[1731-84-6],,,,,
ethyl nonanoate,1.3×10−2,,,,
C8H17COOC2H5,,,,,
[123-29-5],,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
"nonanedioic acid, bis(2-ethylhexyl) es-",8.2 10−2×,,,,
ter,,,,,
C25H48O4,,,,,
(di-2-ethylhexyl azelate),,,,,
[103-24-2],,,,,
methyl decanoate,1.1 10−2×,,,,
C11H22O2,1.4×10−2,,,,
(methyl caprate),3.2×10−3,,,,
[110-42-9],5.8 ×10−3,,,,
,7.7×10−3,,,,
ethyl decanoate,1.4×10−2,,,,
C9H19COOC2H5,1.7×10−2,,,,
[110-38-3],,,,,
methyl dodecanoate,8.3 −3×10,,,,
C13H26O2,3.3×10−3,,,,
(methyl laurate),4.8×10−3,,,,
[111-82-0],,,,,
ethyl dodecanoate,7.7×10−3,,,,
C14H28O2,3.1×10−3,,,,
(ethyl laurate),,,,,
[106-33-2],,,,,
propyl dodecanoate,7.7 10−3×,,,,
C 15H30O2,2.1×10−3,,,,
(propyl laurate),,,,,
[3681-78-5],,,,,
butyl dodecanoate,7.1×10−3,,,,
C16H32O2,1.5×10−3,,,,
(butyl laurate),,,,,
[106-18-3],,,,,
2-ethylhexyl dodecanoate,3.0 10−3×,,,,
C20H40O2,8.6×10−4,,,,
(2-ethylhexyl laurate),,,,,
[20292-08-4],,,,,
methyl tetradecanoate,5.0 10−3×,,,,
C15H30O2,1.9×10−3,,,,
(methyl myristate),3.1 10−3×,,,,
[124-10-7],,,,,
methyl hexadecanoate,2.9 10−3×,,,,
C 17H34O2,1.1×10−3,,,,
(methyl palmitate),1.8 ×10−3,,,,
[112-39-0],,,,,
isopropyl palmitate,2.1×10−4,,,,
C19H38O2,,,,,
[142-91-6],,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
"nonanedioic acid, bis(2-ethylhexyl) es-",8.2 10−2×,,,,
ter,,,,,
C25H48O4,,,,,
(di-2-ethylhexyl azelate),,,,,
[103-24-2],,,,,
methyl decanoate,1.1 10−2×,,,,
C11H22O2,1.4×10−2,,,,
(methyl caprate),3.2×10−3,,,,
[110-42-9],5.8 ×10−3,,,,
,7.7×10−3,,,,
ethyl decanoate,1.4×10−2,,,,
C9H19COOC2H5,1.7×10−2,,,,
[110-38-3],,,,,
methyl dodecanoate,8.3 −3×10,,,,
C13H26O2,3.3×10−3,,,,
(methyl laurate),4.8×10−3,,,,
[111-82-0],,,,,
ethyl dodecanoate,7.7×10−3,,,,
C14H28O2,3.1×10−3,,,,
(ethyl laurate),,,,,
[106-33-2],,,,,
propyl dodecanoate,7.7 10−3×,,,,
C 15H30O2,2.1×10−3,,,,
(propyl laurate),,,,,
[3681-78-5],,,,,
butyl dodecanoate,7.1×10−3,,,,
C16H32O2,1.5×10−3,,,,
(butyl laurate),,,,,
[106-18-3],,,,,
2-ethylhexyl dodecanoate,3.0 10−3×,,,,
C20H40O2,8.6×10−4,,,,
(2-ethylhexyl laurate),,,,,
[20292-08-4],,,,,
methyl tetradecanoate,5.0 10−3×,,,,
C15H30O2,1.9×10−3,,,,
(methyl myristate),3.1 10−3×,,,,
[124-10-7],,,,,
methyl hexadecanoate,2.9 10−3×,,,,
C 17H34O2,1.1×10−3,,,,
(methyl palmitate),1.8 ×10−3,,,,
[112-39-0],,,,,
isopropyl palmitate,2.1×10−4,,,,
C19H38O2,,,,,
[142-91-6],,,,,
,,,,,
Substance,,,,,
Formula,,,,,
(Other name(s)),,,,,
[CAS registry number],,,,,
ascorbic palmitate,,,,,
C22H38O7,,,,,
[137-66-6],,,,,
methyl octadecanoate,,,,,
C 19H38O2,,,,,
(methyl stearate),,,,,
[112-61-8],,,,,
methyl eicosanoate,,,,,
C21H42O2,,,,,
(methyl arachidate),,,,,
[1120-28-1],,,,,
methyl docosanoate,,,,,
C23H46O2,,,,,
(methyl behenate),,,,,
[929-77-1],,,,,
"cyclopropanecarboxylic acid,",methyl,,,,
ester,,,,,
C5H8O2,,,,,
[2868-37-3],,,,,
"cyclohexanecarboxylic acid, methyl es-",,,,,
ter,,,,,
C6H11COOCH3,,,,,
[4630-82-4],,,,,
"(Z,Z,Z)-9,12,15-octadecatrienoic acid,",,,,,
methyl ester,,,,,
C19H32O2,,,,,
(methyl linolenate),,,,,
[301-00-8],,,,,
"(Z,Z)-9,12-octadecadienoic","acid,",,,,
methyl ester,,,,,
C 19 H 34O2,,,,,
(methyl linolate),,,,,
[112-63-0],,,,,
"(Z)-9-octadecenoic acid, methyl ester",,,,,
C19H 36 O 2,,,,,
(methyl oleate),,,,,
[112-62-9],,,,,
"(Z)-13-docosenoic acid, methyl ester",,,,,
C 23 H 44O2,,,,,
(methyl erucate),,,,,
[1120-34-9],,,,,
oxacyclohexadecan-2-one,,,,,
C15H28O2,,,,,
(pentadecalactone),,,,,
[106-02-5],,,,,
,,,,,
Substance,,,,,
Formula,,,,,
(Other name(s)),,,,,
[CAS registry number],,,,,
ascorbic palmitate,,,,,
C22H38O7,,,,,
[137-66-6],,,,,
methyl octadecanoate,,,,,
C 19H38O2,,,,,
(methyl stearate),,,,,
[112-61-8],,,,,
methyl eicosanoate,,,,,
C21H42O2,,,,,
(methyl arachidate),,,,,
[1120-28-1],,,,,
methyl docosanoate,,,,,
C23H46O2,,,,,
(methyl behenate),,,,,
[929-77-1],,,,,
"cyclopropanecarboxylic acid,",methyl,,,,
ester,,,,,
C5H8O2,,,,,
[2868-37-3],,,,,
"cyclohexanecarboxylic acid, methyl es-",,,,,
ter,,,,,
C6H11COOCH3,,,,,
[4630-82-4],,,,,
"(Z,Z,Z)-9,12,15-octadecatrienoic acid,",,,,,
methyl ester,,,,,
C19H32O2,,,,,
(methyl linolenate),,,,,
[301-00-8],,,,,
"(Z,Z)-9,12-octadecadienoic","acid,",,,,
methyl ester,,,,,
C 19 H 34O2,,,,,
(methyl linolate),,,,,
[112-63-0],,,,,
"(Z)-9-octadecenoic acid, methyl ester",,,,,
C19H 36 O 2,,,,,
(methyl oleate),,,,,
[112-62-9],,,,,
"(Z)-13-docosenoic acid, methyl ester",,,,,
C 23 H 44O2,,,,,
(methyl erucate),,,,,
[1120-34-9],,,,,
oxacyclohexadecan-2-one,,,,,
C15H28O2,,,,,
(pentadecalactone),,,,,
[106-02-5],,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol) ],,,,
[CAS registry number],m 3 Pa,,,,
2-tert-butylcyclohexyl acetate,9.9 10−3×,,,,
C12H22O2,3.8×10−2,,,,
[88-41-5],5.3×10−1,,,,
,7.0 ×10−3,,,,
"2-ethyl-3-oxo-butanoic acid, ethyl ester",3.4,,,,
C8H14O3,,,,,
[607-97-6],,,,,
"carbonic acid, diethyl ester",1.1×10−1,,,,
C5H10O3,6.9×10−2,,,,
[105-58-8],,,,,
"2-hydroxypropanoic acid, butyl ester",4.9,,,,
C7H14O3,6.4×101,,,,
[138-22-7],,,,,
methyl propenoate,4.9×10−2,,,,
C4H6O2,5.2×10−2,,,,
(methyl acrylate),5.2 10−2×,,,,
[96-33-3],5.4×10−2,,,,
ethyl propenoate,2.9×10−2,,,,
C 10−25 H 8 O 2,2.9 ×,,,,
(ethyl acrylate),2.9 10−2×,,,,
[140-88-5],3.5×10−2,,,,
"2-propenoic acid, butyl ester",2.1 10−2×,,,,
C 7H12O2,2.0×10−2,,,,
[141-32-2],,,,,
"2-propenoic acid, 2-methylpropyl ester",1.6 ×10−2,,,,
C7H12O2,2.4×10−2,,,,
[106-63-8],,,,,
"2-propenoic acid, 2-ethylhexyl ester",2.3×10−2,,,,
C11H20O2,1.2 ×10−2,,,,
[103-11-7],,,,,
"2-propenoic acid, 2-hydroxyethyl ester",1.2×103,,,,
C5H8O3,,,,,
(2-hydroxyethyl acrylate),,,,,
[818-61-1],,,,,
"2-methyl-2-propenoic acid, ethyl ester",1.7 10−2×,,,,
C 10−26 H 10 O 2,1.6 ×,,,,
[97-63-2],2.9 10−2×,,,,
"2-methyl-2-propenoic acid, 2-propenyl",2.4 ×10−2,,,,
ester,,,,,
C7H10O2,,,,,
(allyl methacrylate),,,,,
[96-05-9],,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol) ],,,,
[CAS registry number],m 3 Pa,,,,
2-tert-butylcyclohexyl acetate,9.9 10−3×,,,,
C12H22O2,3.8×10−2,,,,
[88-41-5],5.3×10−1,,,,
,7.0 ×10−3,,,,
"2-ethyl-3-oxo-butanoic acid, ethyl ester",3.4,,,,
C8H14O3,,,,,
[607-97-6],,,,,
"carbonic acid, diethyl ester",1.1×10−1,,,,
C5H10O3,6.9×10−2,,,,
[105-58-8],,,,,
"2-hydroxypropanoic acid, butyl ester",4.9,,,,
C7H14O3,6.4×101,,,,
[138-22-7],,,,,
methyl propenoate,4.9×10−2,,,,
C4H6O2,5.2×10−2,,,,
(methyl acrylate),5.2 10−2×,,,,
[96-33-3],5.4×10−2,,,,
ethyl propenoate,2.9×10−2,,,,
C 10−25 H 8 O 2,2.9 ×,,,,
(ethyl acrylate),2.9 10−2×,,,,
[140-88-5],3.5×10−2,,,,
"2-propenoic acid, butyl ester",2.1 10−2×,,,,
C 7H12O2,2.0×10−2,,,,
[141-32-2],,,,,
"2-propenoic acid, 2-methylpropyl ester",1.6 ×10−2,,,,
C7H12O2,2.4×10−2,,,,
[106-63-8],,,,,
"2-propenoic acid, 2-ethylhexyl ester",2.3×10−2,,,,
C11H20O2,1.2 ×10−2,,,,
[103-11-7],,,,,
"2-propenoic acid, 2-hydroxyethyl ester",1.2×103,,,,
C5H8O3,,,,,
(2-hydroxyethyl acrylate),,,,,
[818-61-1],,,,,
"2-methyl-2-propenoic acid, ethyl ester",1.7 10−2×,,,,
C 10−26 H 10 O 2,1.6 ×,,,,
[97-63-2],2.9 10−2×,,,,
"2-methyl-2-propenoic acid, 2-propenyl",2.4 ×10−2,,,,
ester,,,,,
C7H10O2,,,,,
(allyl methacrylate),,,,,
[96-05-9],,,,,
,,,,,
Substance,,,,,
Formula,,,,,
(Other name(s)),,,,,
[CAS registry number],,,,,
"2-methyl-2-propenoic acid,",oxiranyl-,,,,
methyl ester,,,,,
C7H10O3,,,,,
(glycidyl methacrylate),,,,,
[106-91-2],,,,,
"2-methyl-2-propenoic acid, propyl ester",,,,,
C7H12O2,,,,,
(propyl methacrylate),,,,,
[2210-28-8],,,,,
"2-methyl-2-propenoic acid, butyl ester",,,,,
C 10−28 H 14 O 2,,,,,
(butyl methacrylate),,,,,
[97-88-1],,,,,
"2-methyl-2-propenoic acid,",2-,,,,
methylpropyl ester,,,,,
C8H14O2,,,,,
[97-86-9],,,,,
"2-methyl-2-propenoic acid,","1,2-",,,,
"ethanediylbis(oxy-2,1-ethanediyl)",,,,,
ester,,,,,
C14H22O6,,,,,
[109-16-0],,,,,
methyl methacrylate,,,,,
C5H8O2,,,,,
[80-62-6],,,,,
,,,,,
,,,,,
,,,,,
(E)-3-hexenyl ethanoate,,,,,
C8H14O2,,,,,
[3681-82-1],,,,,
(Z)-3-hexenyl ethanoate,,,,,
C8H14O2,,,,,
[3681-71-8],,,,,
ethenyl ethanoate,,,,,
CH3COOCHCH2,,,,,
(vinyl acetate),,,,,
[108-05-4],,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Substance,,,,,
Formula,,,,,
(Other name(s)),,,,,
[CAS registry number],,,,,
"2-methyl-2-propenoic acid,",oxiranyl-,,,,
methyl ester,,,,,
C7H10O3,,,,,
(glycidyl methacrylate),,,,,
[106-91-2],,,,,
"2-methyl-2-propenoic acid, propyl ester",,,,,
C7H12O2,,,,,
(propyl methacrylate),,,,,
[2210-28-8],,,,,
"2-methyl-2-propenoic acid, butyl ester",,,,,
C 10−28 H 14 O 2,,,,,
(butyl methacrylate),,,,,
[97-88-1],,,,,
"2-methyl-2-propenoic acid,",2-,,,,
methylpropyl ester,,,,,
C8H14O2,,,,,
[97-86-9],,,,,
"2-methyl-2-propenoic acid,","1,2-",,,,
"ethanediylbis(oxy-2,1-ethanediyl)",,,,,
ester,,,,,
C14H22O6,,,,,
[109-16-0],,,,,
methyl methacrylate,,,,,
C5H8O2,,,,,
[80-62-6],,,,,
,,,,,
,,,,,
,,,,,
(E)-3-hexenyl ethanoate,,,,,
C8H14O2,,,,,
[3681-82-1],,,,,
(Z)-3-hexenyl ethanoate,,,,,
C8H14O2,,,,,
[3681-71-8],,,,,
ethenyl ethanoate,,,,,
CH3COOCHCH2,,,,,
(vinyl acetate),,,,,
[108-05-4],,,,,
,,,,,
,,,,,
,,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol) ],,,,
[CAS registry number],m 3 Pa,,,,
3-(4-methoxyphenyl)-2-propenoic,1.2,,,,
"acid, 2-ethylhexyl ester",,,,,
C18H26O3,,,,,
(octinoxate),,,,,
[5466-77-3],,,,,
methyl benzoate,3.0 ×10−1,,,,
C6H5COOCH3,3.0×10−1,,,,
[93-58-3],3.0×10−1,,,,
,2.8 10−1×,,,,
,5.6×10−1,,,,
,3.1 10−1×,,,,
,5.8×10−1,,,,
,2.9 10−1×,,,,
,3.6 10−1×,,,,
,9.5×10−1,,,,
,6.1 10−1×,,,,
,2.9 10−1×,,,,
,,,,,
,2.8 10−1×,,,,
,2.7 ×10−1,,,,
,,,,,
,5.6 10−1×,,,,
ethyl benzoate,9.7×10−2,,,,
C6H5COOC2H5,9.7×10−2,,,,
[93-89-0],1.9 10−1×,,,,
,2.1 ×10−1,,,,
,2.1 10−1×,,,,
,5.1×10−1,,,,
,4.8 10−1×,,,,
,1.9×10−1,,,,
,2.2×10−1,,,,
,1.9×10−1,,,,
2-hydroxybenzoic acid methyl ester,1.1×101,,,,
C8H8O3,1.8×101,,,,
[119-36-8],,,,,
"benzoic acid, 4-methyl-, methyl ester",2.6×10−1,,,,
C9H10O2,3.9×10−1,,,,
[99-75-2],1.7,,,,
,3.5 10−1×,,,,
"1,4-benzenedicarboxylic acid, dimethyl",7.6 ×10−2,,,,
ester,,,,,
C10H10O4,4.4×101,,,,
[120-61-6],1.3 ×102,,,,
,5.3 ×101,,,,
,9.2×101,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol) ],,,,
[CAS registry number],m 3 Pa,,,,
3-(4-methoxyphenyl)-2-propenoic,1.2,,,,
"acid, 2-ethylhexyl ester",,,,,
C18H26O3,,,,,
(octinoxate),,,,,
[5466-77-3],,,,,
methyl benzoate,3.0 ×10−1,,,,
C6H5COOCH3,3.0×10−1,,,,
[93-58-3],3.0×10−1,,,,
,2.8 10−1×,,,,
,5.6×10−1,,,,
,3.1 10−1×,,,,
,5.8×10−1,,,,
,2.9 10−1×,,,,
,3.6 10−1×,,,,
,9.5×10−1,,,,
,6.1 10−1×,,,,
,2.9 10−1×,,,,
,,,,,
,2.8 10−1×,,,,
,2.7 ×10−1,,,,
,,,,,
,5.6 10−1×,,,,
ethyl benzoate,9.7×10−2,,,,
C6H5COOC2H5,9.7×10−2,,,,
[93-89-0],1.9 10−1×,,,,
,2.1 ×10−1,,,,
,2.1 10−1×,,,,
,5.1×10−1,,,,
,4.8 10−1×,,,,
,1.9×10−1,,,,
,2.2×10−1,,,,
,1.9×10−1,,,,
2-hydroxybenzoic acid methyl ester,1.1×101,,,,
C8H8O3,1.8×101,,,,
[119-36-8],,,,,
"benzoic acid, 4-methyl-, methyl ester",2.6×10−1,,,,
C9H10O2,3.9×10−1,,,,
[99-75-2],1.7,,,,
,3.5 10−1×,,,,
"1,4-benzenedicarboxylic acid, dimethyl",7.6 ×10−2,,,,
ester,,,,,
C10H10O4,4.4×101,,,,
[120-61-6],1.3 ×102,,,,
,5.3 ×101,,,,
,9.2×101,,,,
,,,,,
Substance,,,,,
Formula,,,,,
(Other name(s)),,,,,
[CAS registry number],,,,,
butyl benzoate,,,,,
C11H14O2,,,,,
[136-60-7],,,,,
,,,,,
diphenyl carbonate,,,,,
C13H10O3,,,,,
[102-09-0],,,,,
,,,,,
,,,,,
benzyl benzoate,,,,,
C14H12O2,,,,,
[120-51-4],,,,,
dimethyl phthalate,,,,,
C 10H10O4,,,,,
[131-11-3],,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"1,4-cyclohexanedicarboxylic acid,",,,,,
dimethyl ester,,,,,
C10H16O4,,,,,
(dimethyl hexahydroterephthalate),,,,,
[94-60-0],,,,,
"1,3-benzenedicarboxylic acid, dimethyl",,,,,
ester,,,,,
C10H10O4,,,,,
(dimethyl isophthalate),,,,,
[1459-93-4],,,,,
diethyl phthalate,,,,,
C12H14O4,,,,,
[84-66-2],,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Substance,,,,,
Formula,,,,,
(Other name(s)),,,,,
[CAS registry number],,,,,
butyl benzoate,,,,,
C11H14O2,,,,,
[136-60-7],,,,,
,,,,,
diphenyl carbonate,,,,,
C13H10O3,,,,,
[102-09-0],,,,,
,,,,,
,,,,,
benzyl benzoate,,,,,
C14H12O2,,,,,
[120-51-4],,,,,
dimethyl phthalate,,,,,
C 10H10O4,,,,,
[131-11-3],,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"1,4-cyclohexanedicarboxylic acid,",,,,,
dimethyl ester,,,,,
C10H16O4,,,,,
(dimethyl hexahydroterephthalate),,,,,
[94-60-0],,,,,
"1,3-benzenedicarboxylic acid, dimethyl",,,,,
ester,,,,,
C10H10O4,,,,,
(dimethyl isophthalate),,,,,
[1459-93-4],,,,,
diethyl phthalate,,,,,
C12H14O4,,,,,
[84-66-2],,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
,5.8 10−1×,,,,
,2.5×101,,,,
,1.5 ×102,,,,
,2.7×102,,,,
,5.6×101,,,,
,7.7×101,,,,
,,,,,
,5.8,,,,
,,,,,
dipropyl phthalate,1.8 101×,,,,
C14H18O4,3.3,,,,
[131-16-8],3.2 ×101,,,,
,2.4 ×101,,,,
diallyl phthalate,3.5 1×10,,,,
C 10114 H 14 O 4,2.3 ×,,,,
[131-17-9],3.5 101×,,,,
,2.5 1×10,,,,
,1.7 101×,,,,
bis(2-methoxyethyl) phthalate,2.3 ×101,,,,
C 14H18O5,3.5×107,,,,
[117-82-8],,,,,
dibutyl phthalate,9.3,,,,
C16H22O4,5.5,,,,
[84-74-2],2.2 ×101,,,,
,2.7 101×,,,,
,7.5,,,,
,1.1 1×10,,,,
,2.2 ×101,,,,
,2.0 101×,,,,
,2.6×102,,,,
,7.6,,,,
,1.6 10−1×,,,,
,3.4 ×101,,,,
,2.9 101×,,,,
,,,,,
,3.7×101,,,,
,,,,,
diisobutyl phthalate,3.5,,,,
C16H22O4,7.5,,,,
[84-69-5],5.4×101,,,,
,3.1 101×,,,,
"1,2-benzenedicarboxylic acid, butyl cy-",1.0×101,,,,
clohexyl ester,,,,,
C18H24O4,,,,,
(butyl cyclohexyl phthalate),,,,,
[84-64-0],,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
,5.8 10−1×,,,,
,2.5×101,,,,
,1.5 ×102,,,,
,2.7×102,,,,
,5.6×101,,,,
,7.7×101,,,,
,,,,,
,5.8,,,,
,,,,,
dipropyl phthalate,1.8 101×,,,,
C14H18O4,3.3,,,,
[131-16-8],3.2 ×101,,,,
,2.4 ×101,,,,
diallyl phthalate,3.5 1×10,,,,
C 10114 H 14 O 4,2.3 ×,,,,
[131-17-9],3.5 101×,,,,
,2.5 1×10,,,,
,1.7 101×,,,,
bis(2-methoxyethyl) phthalate,2.3 ×101,,,,
C 14H18O5,3.5×107,,,,
[117-82-8],,,,,
dibutyl phthalate,9.3,,,,
C16H22O4,5.5,,,,
[84-74-2],2.2 ×101,,,,
,2.7 101×,,,,
,7.5,,,,
,1.1 1×10,,,,
,2.2 ×101,,,,
,2.0 101×,,,,
,2.6×102,,,,
,7.6,,,,
,1.6 10−1×,,,,
,3.4 ×101,,,,
,2.9 101×,,,,
,,,,,
,3.7×101,,,,
,,,,,
diisobutyl phthalate,3.5,,,,
C16H22O4,7.5,,,,
[84-69-5],5.4×101,,,,
,3.1 101×,,,,
"1,2-benzenedicarboxylic acid, butyl cy-",1.0×101,,,,
clohexyl ester,,,,,
C18H24O4,,,,,
(butyl cyclohexyl phthalate),,,,,
[84-64-0],,,,,
H cpSubstance,,,,,
Formula (Other name(s)) [(at T mol)],,,,,
[CAS registry number] m 3 Pa,,,,,
butyl glycolyl butyl phthalate 4.7 102×,,,,,
C18H24O6,,,,,
[85-70-1],,,,,
diamyl phthalate 1.1×101,,,,,
C18H26O4,,,,,
[131-18-0],,,,,
butyl benzyl phthalate 1.0×102,,,,,
C19H20O4 7.6,,,,,
[85-68-7] 7.5,,,,,
1.9 101×,,,,,
4.9,,,,,
1.3×101,,,,,
7.8,,,,,
9.6,,,,,
3.2 101×,,,,,
>9.9,,,,,
dihexyl phthalate 3.8 10−1×,,,,,
C20H30O4 1.4,,,,,
[84-75-3] 2.2×10−1,,,,,
1.6 101×,,,,,
butyl 2-ethylhexyl phthalate 2.1,,,,,
C20H 30 O 4 2.5 ×101,,,,,
[85-69-8] 4.7,,,,,
6.9 1×10,,,,,
diphenyl terephthalate 3.2 102×,,,,,
C 20H14O4 4.3×104,,,,,
[1539-04-4] 2.7 104×,,,,,
7.7 ×104,,,,,
dicyclohexyl phthalate 9.9 101×,,,,,
C20H26O4,,,,,
[84-61-7],,,,,
bis(2-butoxyethyl) phthalate 4.9×106,,,,,
C20H30O6,,,,,
[117-83-9],,,,,
diheptyl phthalate 5.9 10−1×,,,,,
C22H34O4 2.8,,,,,
[3648-21-3] 8.9 10−1×,,,,,
dioctyl phthalate 3.8,,,,,
C 24H38O4 9.6×10−2,,,,,
[117-84-0] 2.5 10−1×,,,,,
9.6 ×10−2,,,,,
1.8,,,,,
1.8,,,,,
3.4 101×,,,,,
6.4,,,,,
>9.9,,,,,
H cpSubstance,,,,,
Formula (Other name(s)) [(at T mol)],,,,,
[CAS registry number] m 3 Pa,,,,,
butyl glycolyl butyl phthalate 4.7 102×,,,,,
C18H24O6,,,,,
[85-70-1],,,,,
diamyl phthalate 1.1×101,,,,,
C18H26O4,,,,,
[131-18-0],,,,,
butyl benzyl phthalate 1.0×102,,,,,
C19H20O4 7.6,,,,,
[85-68-7] 7.5,,,,,
1.9 101×,,,,,
4.9,,,,,
1.3×101,,,,,
7.8,,,,,
9.6,,,,,
3.2 101×,,,,,
>9.9,,,,,
